,REG,EDULEV,CLETAS,C59AB,C59,C73,SG11,COND3,COND10,COEFF
3472,9,2,17,   ,   ,   ,2,3,10,5820
3479,9,5,17,   ,   ,   ,2,3,10,5326
3480,11,5,15,   ,   ,   ,1,3,10,4094
3481,11,5,14,   ,   ,   ,2,3,8,4094
3482,11,6,7,005,002,009,1,1,1,4094
3529,11,3,9,002,002,007,1,1,1,4006
3530,11,3,7,   ,   ,   ,2,3,8,4006
3531,11, ,3,   ,   ,   ,1,3,9,4006
3532,11,3,15,   ,   ,   ,2,3,10,4006
3533,11,3,6,   ,   ,   ,1,2,2,4006
3547,11,2,17,   ,   ,   ,1,3,10,4135
3548,11,2,16,   ,   ,   ,2,3,10,4135
3550,11,6,10,003,002,006,2,1,1,5113
3551,11, ,1,   ,   ,   ,2,3,9,5113
3571,11,2,17,   ,   ,   ,2,3,10,2828
3610,9,6,17,   ,   ,   ,2,3,10,6061
3611,9,6,17,010,   ,006,1,1,1,6061
3630,9,3,12,010,   ,005,1,1,1,23186
3631,9,3,11,010,   ,997,2,1,1,23186
3632,9,3,5,   ,   ,   ,1,3,8,23186
3633,9,5,7,011,002,997,2,1,1,23186
3659,11,6,16,   ,   ,   ,1,3,10,2041
3662,11,3,17,   ,   ,   ,1,3,10,3239
3663,11,3,10,   ,   ,   ,1,3,7,3239
3690,12,5,12,005,002,009,1,1,1,30358
3691,12,5,12,   ,   ,   ,2,3,8,30358
3692,12,3,5,   ,   ,   ,2,3,8,30358
3693,11,4,12,010,   ,009,1,1,1,3331
3694,11,5,11,004,   ,009,2,1,1,3331
3695,11,5,6,011,002,007,2,1,1,3331
3696,11,3,5,   ,   ,   ,1,3,8,3331
3697,12,5,9,004,   ,006,2,1,1,10078
3698,12,5,11,006,002,009,1,1,1,10078
3699,12,5,5,   ,   ,   ,2,3,5,10078
3700,12, ,4,   ,   ,   ,1,3,9,10078
3722,9,2,17,   ,   ,   ,2,3,10,6801
3723,9,3,12,002,002,007,1,1,1,6801
3732,11,1,17,   ,   ,   ,2,3,10,2245
3733,11,3,10,   ,   ,   ,1,3,7,2245
3734,11,3,13,011,002,010,2,1,1,2245
3745,12,3,10,011,   ,008,1,1,1,14253
3746,12,3,10,004,002,008,2,1,1,14253
3747,12,3,5,   ,   ,   ,1,3,8,14253
3748,12, ,4,   ,   ,   ,1,3,9,14253
3749,11,3,13,010,   ,006,1,1,1,20054
3750,11,5,11,   ,   ,   ,2,3,8,20054
3751,11, ,4,   ,   ,   ,1,3,9,20054
3759,10,3,17,   ,   ,   ,1,3,10,1745
3760,10,2,16,   ,   ,   ,2,3,10,1745
3761,12,2,17,   ,   ,   ,1,3,10,9705
3762,12,3,16,   ,   ,   ,2,3,10,9705
3771,11,1,13,011,   ,007,1,1,1,2418
3774,12,6,15,   ,   ,   ,1,3,10,21211
3775,12,5,15,011,002,008,2,1,1,21211
3811,11,5,15,   ,   ,   ,1,3,10,2841
3812,11,5,14,   ,   ,   ,2,3,8,2841
3828,12,3,11,005,002,004,2,1,1,23515
3829,12,5,7,005,002,006,1,1,1,23515
3830,12,2,12,   ,   ,   ,1,2,2,23515
3831,12, ,3,   ,   ,   ,2,3,9,23515
3842,11,5,10,002,002,007,2,1,1,5671
3843,11,6,8,002,002,007,1,1,1,5671
3881,11,5,14,011,002,006,1,1,1,2465
3882,11,3,13,   ,   ,   ,2,3,7,2465
3883,11,5,8,011,002,008,1,1,1,2465
3901,12,6,10,008,002,008,2,1,1,34265
3902,12,6,9,008,002,008,1,1,1,34265
3903,12, ,1,   ,   ,   ,2,3,9,34265
3912,12,6,6,011,002,006,1,1,1,16957
3918,12,5,11,009,002,008,2,1,1,24416
3923,9,5,10,   ,   ,   ,2,2,2,13165
3924,9,3,9,   ,   ,   ,1,3,8,13165
3925,9, ,2,   ,   ,   ,2,3,9,13165
3927,12,2,17,   ,   ,   ,2,3,10,12166
3941,12,3,17,   ,   ,   ,1,3,10,7027
3942,12,3,15,   ,   ,   ,2,3,10,7027
3944,10,1,17,   ,   ,   ,2,3,10,2892
3945,10,3,15,   ,   ,   ,1,3,10,2892
3951,11,5,17,   ,   ,   ,1,3,10,3244
3952,9,6,13,005,002,010,1,1,1,14416
3953,9,6,12,010,   ,007,2,1,1,14416
3954,9,5,6,   ,   ,   ,2,3,8,14416
3964,11,5,11,004,002,008,2,1,1,5667
3965,11, ,4,   ,   ,   ,2,3,9,5667
3972,9,3,17,   ,   ,   ,1,3,10,8162
3973,12,2,16,   ,   ,   ,1,3,10,7236
3974,12,3,17,   ,   ,   ,2,3,10,7236
3976,10,5,14,005,002,010,2,1,1,2088
3977,10,3,17,   ,   ,   ,1,3,10,2088
3978,10,1,17,   ,   ,   ,2,3,10,2088
4005,11,6,16,   ,   ,   ,1,3,10,1835
4007,11,3,13,   ,   ,   ,1,3,5,3600
4008,11,3,12,   ,   ,   ,2,3,8,3600
4009,11,5,6,   ,   ,   ,2,3,8,3600
4010,11,3,5,   ,   ,   ,1,3,8,3600
4011,11, ,4,   ,   ,   ,2,3,9,3600
4018,11,3,10,   ,   ,   ,1,2,2,2474
4036,9,3,11,010,   ,008,1,1,1,17936
4037,9,3,11,   ,   ,   ,2,3,8,17936
4038,9,3,6,   ,   ,   ,1,3,8,17936
4039,9, ,4,   ,   ,   ,2,3,9,17936
4040,9, ,4,   ,   ,   ,2,3,9,17936
4041,9,3,5,   ,   ,   ,2,3,8,17936
4068,11,4,9,011,002,007,2,1,1,4750
4069,11, ,2,   ,   ,   ,2,3,9,4750
4089,12,5,17,   ,   ,   ,1,3,10,3782
4090,12,5,17,   ,   ,   ,2,3,10,3782
4093,11,4,10,010,   ,007,1,1,1,3644
4094,11,5,9,004,002,009,2,1,1,3644
4095,11, ,2,   ,   ,   ,1,3,9,3644
4096,11, ,1,   ,   ,   ,1,3,9,3644
4100,10,1,17,   ,   ,   ,2,3,10,2903
4101,11,1,17,   ,   ,   ,2,3,10,1302
4102,11,2,15,   ,   ,   ,2,3,10,1302
4117,12,2,12,   ,   ,   ,2,3,8,8751
4132,9,6,7,996,002,008,2,1,1,15900
4181,10,2,9,005,002,008,1,1,1,3571
4182,10,2,9,004,002,007,2,1,1,3571
4183,10, ,4,   ,   ,   ,1,3,9,3571
4184,10, ,3,   ,   ,   ,1,3,9,3571
4185,10, ,1,   ,   ,   ,1,3,9,3571
4190,11,3,17,   ,   ,   ,1,3,10,2896
4191,11,2,16,   ,   ,   ,2,3,10,2896
4192,11,5,10,004,002,008,1,1,1,2896
4208,9,2,15,   ,   ,   ,2,3,10,5812
4211,9,6,9,007,002,008,2,1,1,11067
4212,9, ,3,   ,   ,   ,1,3,9,11067
4234,10,6,10,002,002,009,2,1,1,4326
4235,10,5,11,011,002,009,1,1,1,4326
4236,10,3,5,   ,   ,   ,2,3,8,4326
4237,10, ,4,   ,   ,   ,1,3,9,4326
4239,9,4,12,005,002,010,2,1,1,7613
4250,11,2,17,   ,   ,   ,2,3,10,4507
4274,12,5,10,   ,   ,   ,1,3,7,7513
4275,12,5,8,   ,   ,   ,2,2,2,7513
4282,10,5,16,   ,   ,   ,1,3,10,1588
4283,10,3,16,   ,   ,   ,2,3,10,1588
4285,10,3,14,009,002,008,1,1,1,2782
4286,10,4,13,009,   ,008,2,1,1,2782
4287,10,5,7,   ,   ,   ,2,3,8,2782
4320,11,2,16,   ,   ,   ,2,3,10,3508
4323,9,5,9,003,002,007,2,1,1,12674
4324,9,5,10,011,002,008,1,1,1,12674
4325,9, ,4,   ,   ,   ,2,3,9,12674
4326,9, ,2,   ,   ,   ,2,3,9,12674
4336,11,2,17,   ,   ,   ,2,3,10,3366
4352,9,5,15,   ,   ,   ,2,3,10,10006
4354,11,3,17,   ,   ,   ,2,3,10,2187
4404,12,6,13,005,002,005,2,1,1,28205
4405,9,5,9,002,002,008,2,1,1,9510
4406,9,5,10,010,   ,008,1,1,1,9510
4409,9,3,12,010,   ,007,1,1,1,5312
4410,9,3,12,002,002,006,2,1,1,5312
4432,9,5,12,   ,   ,   ,2,2,2,7741
4433,12,5,13,003,002,005,2,1,1,13498
4449,9,5,17,   ,   ,   ,1,3,10,11917
4450,9,5,17,   ,   ,   ,2,3,10,11917
4476,11,3,16,   ,   ,   ,1,3,10,2435
4477,11,2,16,   ,   ,   ,2,3,10,2435
4494,12,3,13,004,   ,008,1,1,1,13307
4506,9,2,17,   ,   ,   ,2,3,10,7584
4507,9,3,11,011,002,007,2,1,1,7584
4524,12,6,14,   ,   ,   ,1,3,8,31614
4533,9,6,11,005,002,008,2,1,1,14748
4534,9,6,11,005,002,008,1,1,1,14748
4535,9,3,5,   ,   ,   ,2,3,8,14748
4536,9, ,3,   ,   ,   ,2,3,9,14748
4549,12,5,17,   ,   ,   ,2,3,10,21156
4550,12,5,17,   ,   ,   ,1,3,10,21156
4551,10,3,8,002,002,009,1,1,1,4374
4591,11,3,14,   ,   ,   ,1,3,8,2739
4646,11,2,17,   ,   ,   ,1,3,10,4313
4647,11,1,17,   ,   ,   ,2,3,10,4313
4656,9,6,16,003,002,008,1,1,1,6293
4657,9,6,16,   ,   ,   ,2,3,10,6293
4659,11,3,12,996,002,008,1,1,1,3777
4660,11,3,6,011,002,008,1,1,1,3777
4668,9,2,17,   ,   ,   ,1,3,10,5559
4669,9,2,16,   ,   ,   ,2,3,10,5559
4694,10,6,17,   ,   ,   ,1,3,10,1914
4695,10,5,17,   ,   ,   ,2,3,10,1914
4706,9,2,15,   ,   ,   ,2,3,10,10125
4707,9,3,11,   ,   ,   ,1,3,8,10125
4721,10,3,8,   ,   ,   ,1,3,8,4282
4725,10,2,14,011,002,010,2,1,1,31035
4733,11,6,11,011,002,006,1,1,1,4728
4750,9,2,17,   ,   ,   ,2,3,10,7788
4754,12,6,17,   ,   ,   ,1,3,10,27054
4765,9,2,17,   ,   ,   ,2,3,10,14165
4805,12,3,16,   ,   ,   ,1,3,10,6292
4806,12,5,14,   ,   ,   ,2,3,8,6292
4830,11,1,17,   ,   ,   ,2,3,10,1611
4838,12,3,12,   ,   ,   ,2,2,3,10481
4839,12,3,13,010,   ,006,1,1,1,10481
4842,11,4,13,   ,   ,   ,1,3,8,4017
4843,11,4,13,002,002,009,2,1,1,4017
4844,11,3,5,   ,   ,   ,1,3,8,4017
4845,11,6,6,   ,   ,   ,2,3,8,4017
4850,9,4,14,005,002,010,2,1,1,8150
4879,10,6,11,   ,   ,   ,1,3,7,2090
4880,10,3,7,002,002,008,2,1,1,2090
4881,10, ,3,   ,   ,   ,2,3,9,2090
4908,10,2,17,   ,   ,   ,2,3,10,3070
4928,9,2,17,   ,   ,   ,2,3,10,8408
4931,11,5,10,010,   ,008,2,1,1,6998
4932,11,4,13,004,002,009,1,1,1,6998
4933,11, ,4,   ,   ,   ,1,3,9,6998
4934,11, ,3,   ,   ,   ,1,3,9,6998
4935,10,2,17,   ,   ,   ,1,3,10,2019
4936,10,2,15,   ,   ,   ,2,3,10,2019
4947,10,5,15,   ,   ,   ,1,3,10,2337
4948,10,5,14,011,002,010,2,1,1,2337
4949,10,6,8,004,002,008,2,1,1,2337
4953,11,2,17,   ,   ,   ,2,3,10,2585
4954,11,6,12,010,   ,007,1,1,1,2585
4965,12,2,17,   ,   ,   ,1,3,10,9200
4966,12,1,17,   ,   ,   ,2,3,10,9200
5006,11,4,13,005,002,006,1,1,1,3988
5007,11,3,13,   ,   ,   ,2,3,8,3988
5008,11,5,6,002,002,008,2,1,1,3988
5040,11,3,15,   ,   ,   ,1,3,10,2054
5041,11,4,14,   ,   ,   ,2,3,8,2054
5042,12,5,10,002,002,008,2,1,1,34479
5043,12,5,10,002,002,010,1,1,1,34479
5057,11,5,12,005,002,010,1,1,1,3510
5058,11,2,17,   ,   ,   ,2,3,10,3510
5069,12,3,10,001,002,007,1,1,1,17495
5070,12,5,9,   ,   ,   ,2,2,3,17495
5071,12, ,3,   ,   ,   ,1,3,9,17495
5076,9,5,12,011,   ,010,1,1,1,15416
5077,9,5,12,   ,   ,   ,2,3,8,15416
5078,9,5,7,002,002,007,2,1,1,15416
5079,9,5,5,   ,   ,   ,2,3,8,15416
5081,9,5,14,005,002,008,2,1,1,13224
5097,12,3,10,011,002,008,2,1,1,24526
5098,12,5,6,   ,   ,   ,1,3,5,24526
5099,12,3,5,   ,   ,   ,1,3,8,24526
5107,12,6,14,010,   ,008,1,1,1,13638
5183,9,5,12,005,002,006,2,1,1,13138
5188,9,5,12,011,002,006,1,1,1,8424
5189,9,4,13,002,002,010,2,1,1,8424
5196,9,5,8,010,   ,007,2,1,1,16367
5197,9,3,9,010,   ,008,1,1,1,16367
5198,9, ,4,   ,   ,   ,1,3,9,16367
5199,9, ,3,   ,   ,   ,2,3,9,16367
5200,9, ,1,   ,   ,   ,1,3,9,16367
5235,12,3,16,   ,   ,   ,1,3,10,21447
5261,11,5,17,   ,   ,   ,2,3,10,4733
5262,10,2,14,   ,   ,   ,1,3,8,2469
5263,10,3,14,   ,   ,   ,2,3,8,2469
5264,12,5,16,   ,   ,   ,1,3,10,5247
5265,12,3,17,   ,   ,   ,2,3,10,5247
5302,12,5,14,   ,   ,   ,1,3,8,7318
5303,12,5,13,005,002,008,2,1,1,7318
5304,12,5,6,011,002,008,1,1,1,7318
5310,9,2,16,   ,   ,   ,1,3,10,18307
5311,9,3,14,   ,   ,   ,2,3,8,18307
5312,9,5,11,011,002,009,1,1,1,18307
5331,11,3,12,011,002,008,2,1,1,1809
5369,11,1,17,   ,   ,   ,2,3,10,5202
5383,11,4,14,   ,   ,   ,1,3,8,7078
5384,11,5,9,   ,   ,   ,2,2,2,7078
5403,12,3,17,   ,   ,   ,1,3,10,19658
5404,12,2,17,   ,   ,   ,2,3,10,19658
5416,10,3,14,   ,   ,   ,2,3,8,2195
5417,10,6,13,010,   ,007,1,1,1,2732
5418,10,6,11,002,002,006,2,1,1,2732
5419,10,3,5,   ,   ,   ,2,3,8,2732
5420,10, ,4,   ,   ,   ,2,3,9,2732
5421,10, ,3,   ,   ,   ,1,3,9,2732
5436,11,5,12,007,002,008,1,1,1,5317
5437,11,5,12,996,002,008,2,1,1,5317
5438,11,5,6,   ,   ,   ,1,3,8,5317
5439,11,5,5,   ,   ,   ,1,3,8,5317
5450,11,5,13,003,002,009,1,1,1,4306
5451,11,5,10,   ,   ,   ,2,3,8,4306
5452,11,2,17,   ,   ,   ,1,3,10,4306
5453,11, ,4,   ,   ,   ,2,3,9,4306
5454,11, ,3,   ,   ,   ,2,3,9,4306
5457,10,6,11,003,002,006,1,1,1,4211
5458,10,5,11,004,   ,006,2,1,1,4211
5459,10,3,5,   ,   ,   ,1,3,8,4211
5460,10, ,4,   ,   ,   ,2,3,9,4211
5462,10,4,10,011,   ,007,1,1,1,3118
5463,10,3,9,   ,   ,   ,2,3,8,3118
5464,10, ,3,   ,   ,   ,1,3,9,3118
5465,10, ,3,   ,   ,   ,2,3,9,3118
5489,11,6,12,010,   ,008,1,1,1,3953
5490,11,6,9,005,002,008,2,1,1,3953
5491,11, ,1,   ,   ,   ,2,3,9,3953
5496,12,1,17,   ,   ,   ,2,3,10,5450
5497,12,3,14,   ,   ,   ,1,3,8,5450
5498,12,2,17,   ,   ,   ,1,3,10,5450
5513,9,5,16,   ,   ,   ,2,3,10,11623
5555,11,5,11,010,   ,009,1,1,1,3313
5556,11,5,11,   ,   ,   ,2,3,8,3313
5557,11, ,4,   ,   ,   ,1,3,9,3313
5558,11, ,2,   ,   ,   ,1,3,9,3313
5576,10,2,10,004,002,008,1,1,1,2194
5577,10,6,9,004,002,009,2,1,1,2194
5578,10, ,2,   ,   ,   ,2,3,9,2194
5581,9,5,8,004,002,007,2,1,1,16608
5582,9,3,8,997,002,005,1,1,1,16608
5583,9, ,2,   ,   ,   ,2,3,9,16608
5584,9, ,1,   ,   ,   ,1,3,9,16608
5599,10,2,17,   ,   ,   ,1,3,10,1488
5600,10,1,17,   ,   ,   ,2,3,10,1488
5623,10,5,12,005,002,009,2,1,1,3804
5624,10,3,12,010,   ,006,1,1,1,3804
5649,12,2,17,   ,   ,   ,1,3,10,3899
5650,12,2,17,   ,   ,   ,2,3,10,3899
5657,12,2,16,   ,   ,   ,2,3,10,3547
5658,12,3,16,   ,   ,   ,1,3,10,3547
5687,10,1,17,   ,   ,   ,2,3,10,2183
5688,10,5,10,005,002,008,2,1,1,2922
5689,10,3,12,002,002,010,1,1,1,2922
5711,12,2,16,   ,   ,   ,1,3,10,11055
5716,12,2,17,   ,   ,   ,2,3,10,29789
5717,12,6,16,   ,   ,   ,1,3,10,25375
5718,12,6,15,   ,   ,   ,2,3,10,25375
5722,11,6,11,002,002,003,2,1,1,4016
5731,9,3,17,   ,   ,   ,1,3,10,8995
5732,9,4,16,   ,   ,   ,2,3,10,8995
5733,9,5,10,002,002,007,1,1,1,8995
5737,10,2,17,   ,   ,   ,2,3,10,1926
5738,10,5,7,002,002,008,2,1,1,3572
5739,10,5,8,007,002,008,1,1,1,3572
5751,10,3,15,   ,   ,   ,1,3,10,2541
5752,10,3,14,   ,   ,   ,2,3,7,2541
5753,10,3,11,   ,   ,   ,2,2,4,2541
5754,11,5,12,002,002,008,1,1,1,3924
5755,11,5,12,004,002,008,2,1,1,3924
5772,12,2,17,   ,   ,   ,1,3,10,2324
5773,12,2,17,   ,   ,   ,2,3,10,2324
5784,12,1,10,010,   ,000,1,1,1,40566
5786,11,5,8,005,002,007,1,1,1,4292
5787,11,4,7,   ,   ,   ,2,3,8,4292
5788,11, ,3,   ,   ,   ,2,3,9,4292
5789,11, ,1,   ,   ,   ,1,3,9,4292
5806,11,3,15,   ,   ,   ,2,3,10,2144
5807,11,3,15,   ,   ,   ,1,3,10,2144
5809,11,2,17,   ,   ,   ,2,3,10,2757
5827,12,6,17,   ,   ,   ,1,3,10,15549
5828,12,6,16,   ,   ,   ,2,3,10,15549
5870,9,3,16,   ,   ,   ,1,3,10,7863
5927,9,6,12,004,002,007,1,1,1,15919
5928,9,3,12,   ,   ,   ,2,3,8,15919
5929,9,3,6,   ,   ,   ,1,3,7,15919
5936,10,3,14,   ,   ,   ,1,3,8,2285
5937,10,3,15,   ,   ,   ,2,3,10,2285
5938,10,6,7,   ,   ,   ,2,2,3,2285
5944,12,5,15,   ,   ,   ,1,3,10,20209
5945,12,3,13,   ,001,009,2,1,1,20209
5946,12,3,7,   ,   ,   ,1,2,2,20209
5962,9,5,12,005,002,005,1,1,1,15997
6015,9,3,9,007,002,009,2,1,1,44620
6046,10,5,15,   ,   ,   ,2,3,10,2199
6053,12,6,9,005,002,004,1,1,1,42841
6054,12,6,8,005,002,009,2,1,1,42841
6055,12, ,1,   ,   ,   ,2,3,9,42841
6065,9,2,16,   ,   ,   ,1,3,10,6872
6098,10,5,10,005,002,007,1,1,1,3791
6099,10,6,9,   ,   ,   ,2,3,8,3791
6100,10,3,5,   ,   ,   ,1,3,8,3791
6101,10, ,2,   ,   ,   ,2,3,9,3791
6132,10,2,17,   ,   ,   ,2,3,10,2408
6135,9,3,14,   ,   ,   ,1,3,8,6623
6136,9,5,13,   ,   ,   ,2,3,8,6623
6145,12,4,12,002,002,008,2,1,1,4521
6153,10,2,17,   ,   ,   ,2,3,10,2213
6167,11,3,10,   ,   ,   ,2,3,6,6888
6168,11,3,12,011,   ,008,1,1,1,6888
6169,11, ,3,   ,   ,   ,1,3,9,6888
6170,11, ,3,   ,   ,   ,1,3,9,6888
6191,11,2,16,   ,   ,   ,2,3,10,2924
6192,11,5,11,004,002,006,1,1,1,2924
6193,10,3,12,   ,   ,   ,1,2,3,2972
6195,11,2,15,   ,   ,   ,1,3,10,1721
6196,11,2,14,   ,   ,   ,2,3,8,1721
6205,12,2,17,   ,   ,   ,1,3,10,2622
6206,12,5,17,   ,   ,   ,2,3,10,2622
6210,10,2,17,   ,   ,   ,2,3,10,2689
6262,12,5,13,   ,   ,   ,2,3,8,9542
6263,12,5,13,005,002,006,1,1,1,9542
6290,11,3,17,   ,   ,   ,1,3,10,4161
6291,11,3,16,   ,   ,   ,2,3,10,4161
6292,9,5,12,010,   ,007,1,1,1,20503
6293,9,6,11,005,002,009,2,1,1,20503
6294,9,3,5,   ,   ,   ,2,3,8,20503
6295,9,4,5,   ,   ,   ,2,3,8,20503
6296,9, ,4,   ,   ,   ,1,3,9,20503
6336,12,5,13,005,002,007,1,1,1,3622
6352,10,5,11,002,002,007,1,1,1,3599
6353,10, ,4,   ,   ,   ,2,3,9,3599
6382,9,5,17,   ,   ,   ,1,3,10,8549
6383,9,5,17,   ,   ,   ,2,3,10,8549
6384,12,6,11,005,002,008,2,1,1,13517
6386,12,5,14,   ,   ,   ,1,3,8,21445
6387,12,5,13,   ,   ,   ,2,3,8,21445
6441,10,5,14,010,   ,010,1,1,1,4283
6442,10,5,9,010,   ,008,1,1,1,4283
6454,10,2,16,   ,   ,   ,2,3,10,2449
6461,11,3,15,   ,   ,   ,1,3,10,2080
6462,11,2,17,   ,   ,   ,2,3,10,2080
6470,11,6,14,   ,   ,   ,2,3,8,3573
6472,10,2,12,005,002,005,2,1,1,3148
6473,10,5,6,004,002,002,2,1,1,3148
6500,10,6,8,010,   ,009,1,1,1,3872
6524,12,3,17,   ,   ,   ,2,3,10,30854
6572,11,3,17,   ,   ,   ,1,3,10,6023
6584,12,2,17,   ,   ,   ,2,3,10,3322
6595,9,6,14,011,   ,006,2,1,1,13389
6604,9,3,14,   ,   ,   ,1,3,8,9227
6605,9,5,7,002,002,010,2,1,1,9227
6606,9, ,4,   ,   ,   ,2,3,9,9227
6607,9, ,3,   ,   ,   ,2,3,9,9227
6621,11,5,13,011,002,009,1,1,1,1848
6636,12,3,17,   ,   ,   ,1,3,10,17324
6637,12,2,17,   ,   ,   ,2,3,10,17324
6638,12,5,12,005,002,009,1,1,1,17324
6640,12,5,11,002,002,008,1,1,1,22810
6645,10,3,7,004,   ,007,2,1,1,3819
6647,10,6,14,010,   ,010,1,1,1,4033
6650,12,1,17,   ,   ,   ,2,3,10,5016
6651,12,5,13,   ,   ,   ,1,2,2,5016
6652,12,2,15,   ,   ,   ,1,3,10,5016
6657,10,2,17,   ,   ,   ,2,3,10,2589
6658,12,5,16,   ,   ,   ,1,3,10,11414
6659,12,5,15,   ,   ,   ,2,3,10,11414
6660,12,2,17,   ,   ,   ,2,3,10,7860
6664,12,2,12,005,002,010,1,1,1,18330
6665,12,3,11,002,002,010,2,1,1,18330
6666,12,3,5,004,002,010,1,1,1,18330
6670,10,3,13,004,002,008,1,1,1,3884
6671,10,3,12,001,002,009,2,1,1,3884
6675,9,5,14,   ,   ,   ,1,3,8,7013
6676,9,3,15,   ,   ,   ,2,3,10,7013
6720,12,6,12,005,002,005,1,1,1,30070
6721,12,6,12,005,002,005,2,1,1,30070
6722,12, ,4,   ,   ,   ,1,3,9,30070
6723,10,3,17,   ,   ,   ,2,3,10,1988
6724,10,2,17,   ,   ,   ,2,3,10,1988
6726,9,2,17,   ,   ,   ,2,3,10,11073
6766,11,4,15,002,002,009,1,1,1,2054
6767,11,4,14,   ,   ,   ,2,3,8,2054
6785,11,3,14,   ,   ,   ,1,3,8,2825
6786,11,3,14,011,002,008,2,1,1,2825
6787,11,6,11,011,002,006,2,1,1,2825
6788,11,6,8,008,002,008,1,1,1,2825
6789,11,2,17,   ,   ,   ,2,3,10,2825
6790,11,2,17,   ,   ,   ,2,3,10,2825
6797,9,3,14,005,002,009,1,1,1,5570
6798,9,3,13,005,002,009,2,1,1,5570
6809,12,6,10,010,   ,009,2,1,1,25743
6831,10,6,12,003,002,006,2,1,1,3597
6832,10,6,13,010,   ,010,1,1,1,3597
6833,10, ,4,   ,   ,   ,1,3,9,3597
6834,10,5,17,   ,   ,   ,2,3,10,3597
6844,12,3,15,   ,   ,   ,1,3,10,7475
6845,12,3,14,010,   ,006,2,1,1,7475
6860,11,6,13,005,002,008,2,1,1,5460
6861,11,6,7,010,   ,007,1,1,1,5460
6862,11,5,6,   ,   ,   ,1,3,8,5460
6877,9,5,17,   ,   ,   ,1,3,10,7889
6878,9,3,15,   ,   ,   ,2,3,10,7889
6879,9,6,7,   ,   ,   ,1,3,7,7889
6881,9,2,17,   ,   ,   ,2,3,10,6432
6889,10,3,11,005,002,008,1,1,1,2066
6890,10,3,10,004,002,010,2,1,1,2066
6891,10,3,5,   ,   ,   ,2,3,8,2066
6892,10, ,4,   ,   ,   ,1,3,9,2066
6893,11,5,17,   ,   ,   ,2,3,10,4490
6901,10,2,17,   ,   ,   ,1,3,10,3053
6902,10,2,16,   ,   ,   ,2,3,10,3053
6904,10,2,17,   ,   ,   ,2,3,10,3387
6905,9,5,14,   ,   ,   ,1,3,8,8587
6906,9,5,14,   ,   ,   ,2,3,8,8587
6913,9,6,11,001,002,008,1,1,1,15672
6914,9,6,10,003,002,008,2,1,1,15672
6915,9, ,2,   ,   ,   ,2,3,9,15672
6955,11,4,12,010,   ,006,1,1,1,6039
6956,11,5,11,004,   ,006,2,1,1,6039
6957,11, ,3,   ,   ,   ,2,3,9,6039
6958,12,6,14,008,002,008,1,1,1,21262
6959,12,6,13,011,002,008,2,1,1,21262
6960,12,5,6,   ,   ,   ,2,3,8,21262
6961,12,3,5,   ,   ,   ,2,3,8,21262
6973,12,3,11,002,002,008,2,1,1,18451
6974,12,3,11,011,002,005,1,1,1,18451
7002,10,5,14,   ,   ,   ,1,3,5,4043
7005,9,3,17,   ,   ,   ,2,3,10,5891
7034,12,3,17,   ,   ,   ,1,3,10,16711
7035,12,3,16,   ,   ,   ,2,3,10,16711
7043,10,3,8,011,   ,007,2,1,1,3770
7044,10,3,9,004,002,007,1,1,1,3770
7045,10, ,1,   ,   ,   ,1,3,9,3770
7100,11,5,17,   ,   ,   ,2,3,10,2567
7101,11,6,16,   ,   ,   ,2,3,10,2567
7102,12,6,14,005,002,006,1,1,1,22284
7103,12,5,14,005,002,008,2,1,1,22284
7104,12,5,7,001,002,007,1,1,1,22284
7136,11,5,13,004,   ,007,1,1,1,2966
7137,11,4,13,005,002,002,2,1,1,2966
7166,12,3,16,   ,   ,   ,2,3,10,10890
7170,12,2,13,003,002,007,1,1,1,18593
7171,12,4,7,009,002,007,1,1,1,18593
7172,12,3,5,   ,   ,   ,2,3,8,18593
7173,12, ,4,   ,   ,   ,2,3,9,18593
7184,12,3,15,   ,   ,   ,1,3,10,4057
7185,12,3,14,   ,   ,   ,2,3,8,4057
7186,9,2,15,   ,   ,   ,1,3,10,7081
7187,9,3,15,   ,   ,   ,2,3,10,7081
7195,9,3,15,   ,   ,   ,1,3,10,11119
7196,9,4,14,   ,   ,   ,2,3,8,11119
7217,12,5,17,   ,   ,   ,1,3,10,8605
7218,12,3,17,   ,   ,   ,2,3,10,8605
7232,11,3,6,009,002,006,1,1,1,2538
7233,11,5,11,001,002,005,1,1,1,7586
7234,11,6,10,005,002,008,2,1,1,7586
7235,11, ,4,   ,   ,   ,2,3,9,7586
7247,12,5,11,002,002,007,2,1,1,11959
7248,12,6,11,002,002,008,1,1,1,11959
7249,12,5,5,   ,   ,   ,2,3,8,11959
7250,12, ,4,   ,   ,   ,2,3,9,11959
7265,12,5,14,001,002,003,2,1,1,39441
7266,12,6,7,001,002,006,2,1,1,39441
7267,12,6,7,   ,   ,   ,2,3,8,39441
7285,10,1,17,   ,   ,   ,2,3,10,2083
7293,9,6,9,005,002,007,2,1,1,14863
7294,9,5,9,005,002,007,1,1,1,14863
7295,9, ,1,   ,   ,   ,2,3,9,14863
7301,10,3,13,010,   ,006,1,1,1,6344
7302,10,5,12,   ,   ,   ,2,3,8,6344
7303,10,5,7,   ,   ,   ,1,2,2,6344
7304,10,3,6,004,   ,008,1,1,1,6344
7354,12,3,15,   ,   ,   ,1,3,10,8442
7359,12,5,8,004,002,007,1,1,1,18640
